Name,Type,Domain,Country,Industry,Location (Complete Address),City,State,Zip Code,Website,Size,Tier,Note
Washington County Tourism Promotion Agency,Non-Profit,visitwashingtoncountypa.com,United States,Hospitality & Tourism,"1000 Horizon Vue Drive, Suite 1C80, Canonsburg, PA 15317",Canonsburg,PA,15317,https://www.visitwashingtoncountypa.com,11-50,county,"Active Relay account and the EP contract template. Missing from the Clay export despite PA being one of its best-covered states - added by hand 2026-08-05."
